algoritmo;probabilidade_erro;size_of_array;largest_sorted_subarray;k_unordered_sequence;percentual_k_unordered;percentual_maior_array
bubble;0.01;1000;227;43;4.3;22.7
bubble;0.01;1000;227;43;4.3;22.7
bubble;0.01;1000;169;39;3.9;16.9
bubble;0.01;1000;285;34;3.4;28.5
bubble;0.01;1000;169;39;3.9;16.9
bubble;0.01;1000;208;30;3.0;20.8
bubble;0.01;1000;285;34;3.4;28.5
bubble;0.01;1000;273;37;3.7;27.3
bubble;0.01;1000;273;37;3.7;27.3
bubble;0.01;1000;336;32;3.2;33.6
bubble;0.01;1000;349;33;3.3;34.9
bubble;0.01;1000;374;34;3.4;37.4
bubble;0.01;1000;349;33;3.3;34.9
bubble;0.01;1000;296;36;3.6;29.6
bubble;0.01;1000;243;34;3.4;24.3
bubble;0.01;1000;329;36;3.6;32.9
bubble;0.01;1000;329;36;3.6;32.9
bubble;0.01;1000;150;38;3.8;15.0
bubble;0.01;1000;150;38;3.8;15.0
bubble;0.01;1000;279;35;3.5;27.9
bubble;0.01;1000;150;42;4.2;15.0
bubble;0.01;1000;228;42;4.2;22.8
bubble;0.01;1000;150;42;4.2;15.0
bubble;0.01;1000;150;42;4.2;15.0
bubble;0.01;1000;430;35;3.5;43.0
bubble;0.01;1000;271;42;4.2;27.1
bubble;0.01;1000;271;42;4.2;27.1
bubble;0.01;1000;145;43;4.3;14.5
bubble;0.01;1000;166;47;4.7;16.6
bubble;0.01;1000;145;43;4.3;14.5
bubble;0.01;1000;304;37;3.7;30.4
bubble;0.01;1000;166;47;4.7;16.6
bubble;0.01;1000;304;37;3.7;30.4
bubble;0.01;1000;166;47;4.7;16.6
bubble;0.01;1000;166;47;4.7;16.6
bubble;0.01;1000;145;43;4.3;14.5
bubble;0.01;1000;145;43;4.3;14.5
bubble;0.01;1000;271;42;4.2;27.1
bubble;0.01;1000;271;42;4.2;27.1
bubble;0.01;1000;150;42;4.2;15.0
bubble;0.01;1000;430;35;3.5;43.0
bubble;0.01;1000;228;42;4.2;22.8
bubble;0.01;1000;150;42;4.2;15.0
bubble;0.01;1000;150;42;4.2;15.0
bubble;0.01;1000;279;35;3.5;27.9
bubble;0.01;1000;150;38;3.8;15.0
bubble;0.01;1000;150;38;3.8;15.0
bubble;0.01;1000;329;36;3.6;32.9
bubble;0.01;1000;329;36;3.6;32.9
bubble;0.01;1000;243;34;3.4;24.3
bubble;0.01;1000;296;36;3.6;29.6
bubble;0.01;1000;349;33;3.3;34.9
bubble;0.01;1000;374;34;3.4;37.4
bubble;0.01;1000;349;33;3.3;34.9
bubble;0.01;1000;336;32;3.2;33.6
bubble;0.01;1000;273;37;3.7;27.3
bubble;0.01;1000;273;37;3.7;27.3
bubble;0.01;1000;208;30;3.0;20.8
bubble;0.01;1000;285;34;3.4;28.5
bubble;0.01;1000;215;36;3.6;21.5
bubble;0.01;1000;285;34;3.4;28.5
bubble;0.01;1000;169;39;3.9;16.9
bubble;0.01;1000;169;39;3.9;16.9
bubble;0.01;1000;227;43;4.3;22.7
bubble;0.01;1000;227;43;4.3;22.7
bubble;0.01;1000;227;43;4.3;22.7
bubble;0.01;1000;227;43;4.3;22.7
bubble;0.01;1000;227;43;4.3;22.7
bubble;0.01;1000;285;34;3.4;28.5
bubble;0.01;1000;208;30;3.0;20.8
bubble;0.01;1000;169;39;3.9;16.9
bubble;0.01;1000;285;34;3.4;28.5
bubble;0.01;1000;215;36;3.6;21.5
bubble;0.01;1000;273;37;3.7;27.3
bubble;0.01;1000;273;37;3.7;27.3
bubble;0.01;1000;296;36;3.6;29.6
bubble;0.01;1000;374;34;3.4;37.4
bubble;0.01;1000;374;34;3.4;37.4
bubble;0.01;1000;243;34;3.4;24.3
bubble;0.01;1000;374;34;3.4;37.4
bubble;0.01;1000;296;36;3.6;29.6
bubble;0.01;1000;329;36;3.6;32.9
bubble;0.01;1000;329;36;3.6;32.9
bubble;0.01;1000;150;38;3.8;15.0
bubble;0.01;1000;150;38;3.8;15.0
bubble;0.01;1000;228;42;4.2;22.8
bubble;0.01;1000;273;37;3.7;27.3
bubble;0.01;1000;430;35;3.5;43.0
bubble;0.01;1000;150;42;4.2;15.0
bubble;0.01;1000;150;42;4.2;15.0
bubble;0.01;1000;228;42;4.2;22.8
bubble;0.01;1000;271;42;4.2;27.1
bubble;0.01;1000;271;42;4.2;27.1
bubble;0.01;1000;274;42;4.2;27.4
bubble;0.01;1000;274;42;4.2;27.4
bubble;0.01;1000;145;43;4.3;14.5
bubble;0.01;1000;145;43;4.3;14.5
bubble;0.01;1000;166;47;4.7;16.6
bubble;0.01;1000;145;43;4.3;14.5
